gene,n_significant_variants,median_odds_ratio,median_mdr_freq,median_susc_freq,n_enriched_MDR,is_compensatory,is_primary_DR
cysG,58,0.0442,0.001148,0.023303,0,0,0
hsaC,58,0.0409,0.001148,0.025329,1,0,0
Rv3856c,58,0.0461,0.001148,0.023303,1,0,0
thyA,58,0.0417,0.001148,0.026342,1,0,0
Rv2714,58,0.0409,0.001148,0.024316,1,0,0
Rv3220c,58,0.0394,0.001148,0.027356,2,0,0
Rv2993c,58,0.0409,0.001148,0.024316,0,0,0
ldtB,57,0.0425,0.001148,0.025329,0,0,0
asd,57,0.0394,0.001148,0.026342,2,0,0
fadE19,57,0.0409,0.001148,0.027356,0,0,0
mcr,57,0.0461,0.001148,0.024316,2,0,0
glpX,57,0.0665,0.002296,0.028369,2,0,0
fbpC,57,0.0425,0.001148,0.026342,1,0,0
desA1,57,0.038,0.001148,0.025329,0,0,0
hisC1,57,0.0409,0.001148,0.025329,0,0,0
Rv0502,57,0.0425,0.001148,0.025329,0,0,0
php,57,0.0482,0.001148,0.025329,2,0,0
Rv3195,57,0.0394,0.001148,0.024316,1,0,0
Rv2522c,57,0.0442,0.001148,0.024316,0,0,0
serB1,57,0.0529,0.001148,0.025329,4,0,0
pta,57,0.0,0.0,0.023303,3,0,0
Rv1828,57,0.0,0.0,0.023303,0,0,0
Rv1458c,57,0.0442,0.001148,0.025329,2,0,0
yrbE1A,56,0.0461,0.001148,0.024316,2,0,0
Rv2469c,56,0.04715,0.001148,0.026342,1,0,0
panD,56,0.0425,0.001148,0.025329,0,0,0
sucD,56,0.0332,0.001148,0.030395,1,0,0
murC,56,0.0394,0.001148,0.025329,1,0,0
era,56,0.0,0.0,0.025329,0,0,0
mce4A,56,0.0,0.0,0.023303,0,0,0
carA,56,0.076,0.002296,0.026342,2,0,0
galE1,56,0.04515,0.001148,0.024316,0,0,0
Rv1540,56,0.0417,0.001148,0.024316,0,0,0
fadA5,56,0.0,0.0,0.0258355,1,0,0
fadD3,56,0.0425,0.001148,0.026342,0,0,0
Rv0939,55,0.0461,0.001148,0.02229,3,0,0
pimA,55,0.0461,0.001148,0.025329,1,0,0
Rv0496,55,0.0788,0.002296,0.026342,1,0,0
kdpD,55,0.0442,0.001148,0.024316,3,0,0
Rv3661,55,0.0409,0.001148,0.026342,0,0,0
Rv3835,55,0.0461,0.001148,0.024316,0,0,0
deoA,55,0.0425,0.001148,0.024316,1,0,0
PE_PGRS4,55,2.9473,0.501722,0.251266,48,0,0
Rv3644c,55,0.0,0.0,0.024316,2,0,0
trpC,55,0.0461,0.001148,0.024316,0,0,0
mbtG,55,0.0461,0.001148,0.023303,0,0,0
serB2,55,0.038,0.001148,0.023303,1,0,0
tal,55,0.0425,0.001148,0.025329,1,0,0
Rv0498,55,0.0409,0.001148,0.024316,0,0,0
Rv3529c,55,0.0409,0.001148,0.024316,1,0,0
murI,55,0.0409,0.001148,0.025329,0,0,0
mrp,55,0.0442,0.001148,0.027356,1,0,0
nanT,55,0.0,0.0,0.024316,0,0,0
Rv2681,54,0.02125,0.000574,0.024316,0,0,0
rpsC,54,0.0409,0.001148,0.030395,0,0,0
desA3,54,0.0529,0.001148,0.026342,1,0,0
rhlE,54,0.03605,0.001148,0.027356,2,0,0
fbpD,54,0.0394,0.001148,0.024316,0,0,0
ftsY,54,0.0461,0.001148,0.025329,1,0,0
lipP,54,0.04015,0.001148,0.023303,0,0,0
wag31,54,0.0,0.0,0.0248225,0,0,0
fadD14,54,0.0442,0.001148,0.024316,0,0,0
fadD11,54,0.0504,0.001148,0.02229,5,0,0
Rv0111,54,0.0221,0.000574,0.02229,2,0,0
cyp51,54,0.0343,0.001148,0.027356,1,0,0
Rv0204c,54,0.0504,0.001148,0.025329,0,0,0
gpdA2,54,0.0,0.0,0.026342,1,0,0
aglA,54,0.0409,0.001148,0.0238095,2,0,0
Rv0495c,54,0.0461,0.001148,0.025329,0,0,0
Rv3032,54,0.0482,0.001148,0.024316,1,0,0
qcrC,54,0.038,0.001148,0.024316,1,0,0
gcp,54,0.0394,0.001148,0.025329,0,0,0
Rv3778c,54,0.04825,0.001148,0.024316,0,0,0
yrbE4A,54,0.0,0.0,0.026342,1,0,0
prcB,53,0.038,0.001148,0.026342,0,0,0
Rv0885,53,0.0504,0.001148,0.025329,0,0,0
Rv3680,53,0.0354,0.001148,0.025329,2,0,0
ligB,53,0.0504,0.001148,0.023303,3,0,0
Rv2559c,53,0.0425,0.001148,0.026342,0,0,0
Rv3168,53,0.0409,0.001148,0.023303,0,0,0
Rv2366c,53,0.0442,0.001148,0.025329,2,0,0
iscS,53,0.0,0.0,0.023303,0,0,0
rpsB,53,0.0394,0.001148,0.029382,0,0,0
tesB2,53,0.0425,0.001148,0.025329,1,0,0
glnH,53,0.0529,0.001148,0.025329,3,0,0
echA4,53,0.0442,0.001148,0.025329,2,0,0
sugC,53,0.0482,0.001148,0.023303,0,0,0
ftsE,53,0.038,0.001148,0.026342,0,0,0
fixB,53,0.0409,0.001148,0.026342,1,0,0
fadE27,53,0.0482,0.001148,0.023303,0,0,0
arcA,53,0.0,0.0,0.024316,1,0,0
Rv3909,53,0.038,0.001148,0.025329,4,0,0
Rv0051,53,0.0442,0.001148,0.023303,2,0,0
Rv3311,52,0.0461,0.001148,0.024316,0,0,0
thrC,52,0.0,0.0,0.025329,0,0,0
argJ,52,0.0482,0.001148,0.025329,0,0,0
Rv3779,52,0.0461,0.001148,0.023303,0,0,0
Rv3618,52,0.04515,0.001148,0.026342,1,0,0
fba,52,0.0322,0.001148,0.025329,0,0,0
fixA,52,0.03735,0.001148,0.028369,0,0,0
thyX,52,0.04335,0.001148,0.025329,1,0,0
gpgS,52,0.0425,0.001148,0.025329,2,0,0
Rv3649,52,0.019,0.000574,0.024316,1,0,0
wbbL1,52,0.04825,0.001148,0.025329,0,0,0
crp,52,0.0387,0.001148,0.029382,1,0,0
metB,52,0.0409,0.001148,0.025329,0,0,0
Rv3484,51,0.0442,0.001148,0.024316,1,0,0
Rv2715,51,0.0394,0.001148,0.024316,2,0,0
Rv0383c,51,0.0409,0.001148,0.026342,0,0,0
Rv0927c,51,0.0482,0.001148,0.026342,1,0,0
murE,51,0.0409,0.001148,0.023303,1,0,0
Rv3575c,51,0.0461,0.001148,0.024316,0,0,0
recN,51,0.0354,0.001148,0.023303,3,0,0
Rv0247c,51,0.0354,0.001148,0.025329,0,0,0
thiO,51,0.0,0.0,0.024316,1,0,0
priA,51,0.0,0.0,0.023303,1,0,0
argC,51,0.0461,0.001148,0.023303,0,0,0
manB,51,0.0,0.0,0.024316,0,0,0
Rv1425,51,0.0425,0.001148,0.024316,1,0,0
fadB4,50,0.0442,0.001148,0.025329,0,0,0
argD,50,0.01835,0.000574,0.025329,1,0,0
Rv3433c,50,0.0482,0.001148,0.023303,2,0,0
Rv0561c,50,0.0529,0.001148,0.023303,1,0,0
rmlB,50,0.04015,0.001148,0.026342,0,0,0
accD3,50,0.0387,0.001148,0.025329,0,0,0
pca,50,0.0,0.0,0.025329,0,0,0
regX3,50,0.03485,0.001148,0.026342,0,0,0
Rv2578c,50,0.0442,0.001148,0.025329,2,0,0
Rv2280,49,0.0442,0.001148,0.024316,3,0,0
dinG,49,0.0,0.0,0.023303,1,0,0
Rv2510c,49,0.0,0.0,0.024316,0,0,0
hsaG,49,0.0529,0.001148,0.025329,2,0,0
Rv1481,49,0.0425,0.001148,0.025329,0,0,0
etgB,49,0.0,0.0,0.023303,2,0,0
Rv1278,49,0.0461,0.001148,0.024316,1,0,0
Rv3719,49,0.0529,0.001148,0.02229,4,0,0
mycP2,49,0.0482,0.001148,0.02229,2,0,0
pstP,49,0.0394,0.001148,0.025329,3,0,0
Rv1232c,49,0.0504,0.001148,0.02229,1,0,0
Rv0914c,49,0.0482,0.001148,0.023303,1,0,0
rfbE,49,0.0442,0.001148,0.028369,0,0,0
mmaA4,49,0.0461,0.001148,0.024316,3,0,0
Rv3210c,49,0.0409,0.001148,0.025329,1,0,0
yrbE1B,49,0.0367,0.001148,0.024316,0,0,0
tsf,49,0.0354,0.001148,0.027356,0,0,0
Rv3034c,48,0.0409,0.001148,0.026342,0,0,0
prrB,48,0.04715,0.001148,0.024316,0,0,0
aspB,48,0.04335,0.001148,0.0238095,2,0,0
sseA,48,0.0417,0.001148,0.0258355,0,0,0
Rv3587c,48,0.0,0.0,0.025329,0,0,0
folP2,48,0.0461,0.001148,0.024316,0,0,0
pepC,48,0.0,0.0,0.024316,3,0,0
dacB1,48,0.0425,0.001148,0.025329,1,0,0
serA2,48,0.0493,0.001148,0.02229,4,0,0
treZ,48,0.0425,0.001148,0.025329,1,0,0
fadD9,48,0.0442,0.001148,0.026848999999999998,0,0,0
Rv1112,48,0.03485,0.001148,0.026848999999999998,0,0,0
Rv0785,48,0.0,0.0,0.023303,2,0,0
Rv0047c,48,0.04515,0.001148,0.024316,1,0,0
nadA,48,0.0343,0.001148,0.026342,0,0,0
aroB,48,0.0442,0.001148,0.025329,1,0,0
Rv1451,48,0.0425,0.001148,0.026342,2,0,0
eccB2,48,0.05165,0.001148,0.021277,1,0,0
Rv3277,48,0.0,0.0,0.0248225,0,0,0
mptA,48,0.03735,0.001148,0.023303,1,0,0
fadD12,47,0.0367,0.001148,0.024316,0,0,0
nrdB,47,0.0,0.0,0.025329,1,0,0
rplF,47,0.0409,0.001148,0.027356,0,0,0
Rv1086,47,0.0394,0.001148,0.025329,2,0,0
rplE,47,0.0394,0.001148,0.026342,3,0,0
glpQ1,47,0.0409,0.001148,0.023303,3,0,0
leuD,47,0.0734,0.002296,0.025329,0,0,0
bioF1,47,0.0442,0.001148,0.02229,2,0,0
Rv3548c,47,0.0409,0.001148,0.026342,0,0,0
dapD,47,0.0367,0.001148,0.026342,1,0,0
desA2,47,0.038,0.001148,0.023303,0,0,0
hsaD,47,0.0425,0.001148,0.024316,0,0,0
Rv2125,47,0.0409,0.001148,0.026342,1,0,0
sdhB,47,0.076,0.002296,0.026342,0,0,0
Rv0926c,46,0.01835,0.000574,0.023303,2,0,0
panB,46,0.0504,0.001148,0.026342,0,0,0
phoY2,46,0.0461,0.001148,0.026342,0,0,0
amiB1,46,0.0,0.0,0.0217835,2,0,0
fadE7,46,0.0635,0.001722,0.025329,1,0,0
argF,46,0.0482,0.001148,0.024316,0,0,0
fadE35,46,0.0482,0.001148,0.023303,3,0,0
PE_PGRS50,46,0.45320000000000005,0.026406,0.0420465,18,0,0
speE,46,0.0461,0.001148,0.02229,2,0,0
Rv2367c,46,0.04335,0.001148,0.026342,1,0,0
Rv0148,46,0.0425,0.001148,0.026342,0,0,0
mku,46,0.0409,0.001148,0.026342,0,0,0
ideR,46,0.06455,0.002296,0.025329,1,0,0
Rv0940c,46,0.0442,0.001148,0.024316,0,0,0
Rv1543,46,0.0,0.0,0.025329,1,0,0
radA,46,0.0,0.0,0.023303,3,0,0
htdY,46,0.04515,0.001148,0.024316,0,0,0
trpD,45,0.0367,0.001148,0.026342,0,0,0
uspB,45,0.0394,0.001148,0.024316,0,0,0
Rv1829,45,0.0529,0.001148,0.026342,0,0,0
ligD,45,0.0425,0.001148,0.023303,3,0,0
plsC,45,0.0425,0.001148,0.023303,1,0,0
kdpB,45,0.0,0.0,0.026342,1,0,0
Rv2670c,45,0.0,0.0,0.026342,0,0,0
manA,45,0.0367,0.001148,0.024316,0,0,0
hemB,45,0.0,0.0,0.024316,0,0,0
sigE,45,0.0,0.0,0.025329,0,0,0
purC,45,0.0461,0.001148,0.024316,0,0,0
ilvG,45,0.0409,0.001148,0.023303,0,0,0
Rv0063,45,0.0,0.0,0.023303,3,0,0
Rv3720,45,0.0788,0.002296,0.023303,1,0,0
echA12,45,0.0,0.0,0.024316,4,0,0
kstR,44,0.0774,0.002296,0.026342,0,0,0
lat,44,0.0461,0.001148,0.023303,1,0,0
recR,44,0.0425,0.001148,0.026342,0,0,0
Rv1533,44,0.0,0.0,0.02229,0,0,0
tcrX,44,0.0425,0.001148,0.025329,0,0,0
tatC,44,0.0735,0.002296,0.024316,1,0,0
efp,44,0.0409,0.001148,0.027356,0,0,0
rmlA,44,0.0425,0.001148,0.023303,0,0,0
echA19,44,0.0394,0.001148,0.026848999999999998,1,0,0
murG,44,0.0417,0.001148,0.025329,2,0,0
Rv1063c,44,0.0425,0.001148,0.024316,1,0,0
nuoB,44,0.0529,0.001148,0.0258355,0,0,0
grcC1,44,0.0425,0.001148,0.0238095,0,0,0
prpD,44,0.038,0.001148,0.0278625,0,0,0
xseA,44,0.0442,0.001148,0.025329,1,0,0
adoK,44,0.0,0.0,0.024316,1,0,0
Rv0158,44,0.0482,0.001148,0.024316,0,0,0
pyrH,44,0.03605,0.001148,0.0288755,0,0,0
ccdA,44,0.04335,0.001148,0.0248225,1,0,0
ilvX,43,0.0461,0.001148,0.02229,3,0,0
dinX,43,0.0,0.0,0.025329,1,0,0
Rv0466,43,0.0425,0.001148,0.025329,0,0,0
recO,43,0.0367,0.001148,0.025329,2,0,0
moxR3,43,0.0,0.0,0.023303,3,0,0
glnA4,43,0.0529,0.001148,0.023303,0,0,0
Rv3631,43,0.0504,0.001148,0.024316,0,0,0
Rv3762c,43,0.0,0.0,0.025329,2,0,0
ctpV,43,0.0,0.0,0.02229,5,0,0
rpe,43,0.0461,0.001148,0.025329,0,0,0
Rv3207c,43,0.0442,0.001148,0.024316,0,0,0
Rv0517,43,0.0394,0.001148,0.023303,2,0,0
prcA,43,0.0529,0.001148,0.025329,1,0,0
oxcA,43,0.0425,0.001148,0.024316,3,0,0
fpg,43,0.0461,0.001148,0.024316,2,0,0
opcA,43,0.0482,0.001148,0.024316,3,0,0
aftA,43,0.038,0.001148,0.025329,2,0,0
rplA,43,0.071,0.002296,0.030395,0,0,0
hisG,43,0.0409,0.001148,0.024316,0,0,0
pitA,43,0.0,0.0,0.024316,1,0,0
lipE,43,0.0556,0.001148,0.02229,1,0,0
sodA,43,0.0,0.0,0.025329,0,0,0
hemC,42,0.0493,0.001148,0.0258355,0,0,0
parB,42,0.0425,0.001148,0.024316,0,0,0
Rv1146,42,0.0504,0.001148,0.024316,1,0,0
Rv2672,42,0.0482,0.001148,0.024316,3,0,0
Rv2739c,42,0.0504,0.001148,0.023303,1,0,0
uspA,42,0.0394,0.001148,0.024316,0,0,0
rplD,42,0.0409,0.001148,0.025329,0,0,0
malQ,42,0.0,0.0,0.024316,4,0,0
Rv0945,42,0.0,0.0,0.024316,1,0,0
Rv3201c,42,0.0,0.0,0.024316,1,0,0
Rv3717,42,0.0,0.0,0.023303,0,0,0
ppnK,42,0.0,0.0,0.025329,0,0,0
cyp125,42,0.0,0.0,0.026848999999999998,4,0,0
ispE,42,0.0425,0.001148,0.025329,2,0,0
pepQ,42,0.0425,0.001148,0.02229,0,0,1
Rv3635,42,0.04715,0.001148,0.024316,0,0,0
Rv2558,42,0.0529,0.001148,0.021277,0,0,0
Rv0380c,42,0.019,0.000574,0.025329,3,0,0
far,42,0.0394,0.001148,0.0248225,2,0,0
greA,41,0.0687,0.002296,0.029382,0,0,0
Rv2676c,41,0.0367,0.001148,0.028369,1,0,0
kdpE,41,0.0442,0.001148,0.024316,0,0,0
Rv3551,41,0.0482,0.001148,0.027356,1,0,0
deoD,41,0.0409,0.001148,0.025329,1,0,0
Rv2223c,41,0.0504,0.001148,0.02229,1,0,0
nuoC,41,0.0394,0.001148,0.023303,1,0,0
Rv0385,41,0.0,0.0,0.023303,0,0,0
fhaA,41,0.0,0.0,0.026342,2,0,0
Rv0228,41,0.0482,0.001148,0.024316,1,0,0
gpm1,41,0.0425,0.001148,0.025329,0,0,0
thiG,41,0.0442,0.001148,0.024316,2,0,0
nadE,41,0.0,0.0,0.026342,1,0,0
Rv3075c,41,0.0,0.0,0.024316,1,0,0
Rv3888c,41,0.0482,0.001148,0.021277,3,0,0
purD,41,0.0,0.0,0.024316,2,0,0
Rv0296c,41,0.0,0.0,0.025329,1,0,0
Rv3213c,41,0.0367,0.001148,0.024316,2,0,0
erg3,41,0.0818,0.002296,0.025329,0,0,0
cobH,41,0.0,0.0,0.024316,1,0,0
Rv3327,41,0.0923,0.002296,0.023303,2,0,0
fadD17,41,0.0425,0.001148,0.023303,1,0,0
Rv2298,40,0.0442,0.001148,0.023303,3,0,0
fadD1,40,0.0,0.0,0.0248225,2,0,0
Rv1151c,40,0.0,0.0,0.023303,0,0,0
fprA,40,0.04015,0.001148,0.024316,2,0,0
lprN,40,0.04715,0.001148,0.024316,1,0,0
frr,40,0.0,0.0,0.024316,0,0,0
lldD2,40,0.0461,0.001148,0.023303,4,0,0
ligC,40,0.0409,0.001148,0.023303,3,0,0
qcrA,40,0.03605,0.001148,0.028369,1,0,0
Rv1626,40,0.0789,0.002296,0.024316,0,0,0
Rv3342,40,0.0332,0.001148,0.024316,0,0,0
bacA,40,0.0461,0.001148,0.024316,1,0,0
Rv3208,40,0.04335,0.001148,0.025329,1,0,0
adhA,40,0.0461,0.001148,0.023303,0,0,0
ruvA,40,0.0442,0.001148,0.025329,1,0,0
Rv3362c,40,0.0,0.0,0.026342,0,0,0
Rv3693,40,0.0482,0.001148,0.0258355,2,0,0
dppA,40,0.0461,0.001148,0.023303,2,0,0
Rv1645c,40,0.0,0.0,0.0238095,0,0,0
PE_PGRS27,40,2.50985,0.051665,0.0400205,28,0,0
dapB,40,0.0,0.0,0.025329,0,0,0
Rv3559c,40,0.0818,0.002296,0.024316,1,0,0
rplK,40,0.05775,0.001722,0.032928,0,0,0
lipM,40,0.0,0.0,0.023303,0,0,0
rpsE,39,0.0425,0.001148,0.029382,1,0,0
katG,39,0.0354,0.001148,0.025329,4,0,1
scpA,39,0.038,0.001148,0.026342,1,0,0
Rv0694,39,0.0,0.0,0.025329,1,0,0
Rv3603c,39,0.0442,0.001148,0.023303,0,0,0
ddlA,39,0.0482,0.001148,0.025329,1,0,0
Rv2147c,39,0.0529,0.001148,0.026342,0,0,0
rpsG,39,0.0665,0.002296,0.027356,0,0,0
cydA,39,0.0425,0.001148,0.025329,1,0,0
dacB2,39,0.0461,0.001148,0.024316,2,0,0
clpP2,39,0.0425,0.001148,0.028369,1,0,0
dprE2,39,0.0529,0.001148,0.025329,2,0,0
rpfB,39,0.0,0.0,0.02229,0,0,0
Rv0232,39,0.0482,0.001148,0.025329,1,0,0
echA16,39,0.0529,0.001148,0.025329,2,0,0
oppA,39,0.0,0.0,0.023303,0,0,0
sugA,39,0.0354,0.001148,0.025329,0,0,0
Rv3041c,39,0.0409,0.001148,0.024316,2,0,0
rpiB,39,0.0665,0.002296,0.025329,2,0,0
Rv3050c,39,0.0461,0.001148,0.023303,0,0,0
Rv0225,39,0.0,0.0,0.02229,1,0,0
alr,39,0.0461,0.001148,0.021277,3,0,0
oppC,39,0.0482,0.001148,0.023303,0,0,0
aceAa,39,0.0482,0.001148,0.025329,1,0,0
plcA,38,0.47914999999999996,0.06659000000000001,0.146403,5,0,0
murD,38,0.0442,0.001148,0.023303,4,0,0
Rv2509,38,0.0,0.0,0.025329,1,0,0
dcd,38,0.0367,0.001148,0.026342,0,0,0
PE_PGRS54,38,2.0534499999999998,0.0499425,0.0349545,24,0,0
Rv2581c,38,0.0,0.0,0.023303,0,0,0
mce4B,38,0.0,0.0,0.023303,0,0,0
echA20,38,0.0676,0.002296,0.0258355,0,0,0
rpsL,38,0.0687,0.002296,0.0288755,3,0,1
accA1,38,0.0,0.0,0.025329,2,0,0
Rv0822c,38,0.0,0.0,0.025329,1,0,0
dppB,38,0.0482,0.001148,0.0227965,1,0,0
cmaA1,38,0.04715,0.001148,0.0238095,1,0,0
Rv3707c,38,0.0,0.0,0.023303,1,0,0
Rv0311,38,0.0461,0.001148,0.0248225,1,0,0
ctaE,38,0.0425,0.001148,0.026342,0,0,0
mak,38,0.0,0.0,0.02229,2,0,0
Rv1220c,38,0.0,0.0,0.023303,0,0,0
phoT,38,0.0354,0.001148,0.026848999999999998,0,0,0
pknH,38,0.0482,0.001148,0.024316,6,0,0
pstA1,38,0.0461,0.001148,0.024316,2,0,0
fabD,38,0.0394,0.001148,0.026342,0,0,0
rip,38,0.0197,0.000574,0.026342,2,0,0
clpP1,37,0.038,0.001148,0.028369,1,0,0
Rv1431,37,0.0,0.0,0.023303,2,0,0
dut,37,0.0461,0.001148,0.023303,0,0,0
Rv1457c,37,0.0367,0.001148,0.024316,0,0,0
msrA,37,0.038,0.001148,0.025329,1,0,0
adk,37,0.0,0.0,0.024316,0,0,0
pth,37,0.0,0.0,0.024316,1,0,0
Rv1322A,37,0.0442,0.001148,0.024316,0,0,0
Rv3538,37,0.0394,0.001148,0.024316,0,0,0
mce4D,37,0.0504,0.001148,0.024316,2,0,0
Rv2172c,37,0.0442,0.001148,0.024316,1,0,0
Rv1637c,37,0.0482,0.001148,0.024316,1,0,0
Rv1701,37,0.0442,0.001148,0.024316,0,0,0
kdtB,37,0.0394,0.001148,0.024316,0,0,0
Rv2568c,37,0.0442,0.001148,0.024316,2,0,0
hemE,37,0.0,0.0,0.023303,4,0,0
aftC,37,0.0409,0.001148,0.025329,0,0,0
Rv3811,37,0.0504,0.001148,0.025329,2,0,0
murF,37,0.038,0.001148,0.024316,1,0,0
Rv3780,37,0.0,0.0,0.027356,1,0,0
lppM,37,0.0,0.0,0.024316,0,0,0
Rv3254,37,0.0,0.0,0.02229,1,0,0
pimE,36,0.0,0.0,0.023303,2,0,0
hadB,36,0.0529,0.001148,0.0258355,0,0,0
ripA,36,0.04715,0.001148,0.02229,0,0,0
echA8,36,0.04335,0.001148,0.026342,0,0,0
Rv2239c,36,0.0425,0.001148,0.026342,0,0,0
Rv2410c,36,0.03945,0.001148,0.025329,0,0,0
Rv0007,36,0.08345,0.002296,0.026342,2,0,0
Rv1321,36,0.04715,0.001148,0.025329,1,0,0
metA,36,0.0,0.0,0.023303,2,0,0
Rv1005c,36,0.0,0.0,0.023303,1,0,0
cysD,36,0.04335,0.001148,0.0258355,1,0,0
corA,36,0.0482,0.001148,0.023303,1,0,0
mprA,36,0.0367,0.001148,0.026342,1,0,0
grpE,36,0.04515,0.001148,0.02229,0,0,0
Rv3557c,36,0.0,0.0,0.023303,0,0,0
hsaE,36,0.0417,0.001148,0.0248225,0,0,0
ppa,36,0.04335,0.001148,0.025329,0,0,0
Rv0272c,36,0.04515,0.001148,0.0227965,0,0,0
Rv3259,36,0.0425,0.001148,0.026342,1,0,0
cysW,36,0.04335,0.001148,0.025329,1,0,0
Rv0687,36,0.0,0.0,0.023303,1,0,0
ceoC,36,0.0,0.0,0.024316,1,0,0
sigH,36,0.03735,0.001148,0.027356,0,0,0
fabG2,36,0.0177,0.000574,0.0248225,0,0,0
proB,36,0.038,0.001148,0.026848999999999998,0,0,0
Rv1703c,36,0.04335,0.001148,0.023303,1,0,0
galE3,36,0.0425,0.001148,0.0248225,2,0,0
secF,36,0.0,0.0,0.0258355,0,0,0
mtr,35,0.0425,0.001148,0.025329,1,0,0
eccB3,35,0.0425,0.001148,0.02229,1,0,0
Rv0547c,35,0.0461,0.001148,0.024316,0,0,0
htdX,35,0.0788,0.002296,0.024316,1,0,0
xthA,35,0.0442,0.001148,0.024316,1,0,0
Rv0269c,35,0.0,0.0,0.024316,0,0,0
rplQ,35,0.0461,0.001148,0.030395,2,0,0
rplV,35,0.0425,0.001148,0.028369,1,0,0
Rv3583c,35,0.0409,0.001148,0.027356,0,0,0
Rv1019,35,0.0409,0.001148,0.026342,0,0,0
mce4F,35,0.0482,0.001148,0.025329,1,0,0
trmU,35,0.0394,0.001148,0.024316,3,0,0
trpB,35,0.0354,0.001148,0.024316,1,0,0
sirR,35,0.0504,0.001148,0.027356,2,0,0
ppiB,35,0.0482,0.001148,0.023303,1,0,0
echA5,35,0.0394,0.001148,0.024316,2,0,0
rphA,35,0.0,0.0,0.02229,0,0,0
Rv0818,35,0.0,0.0,0.024316,1,0,0
cobT,35,0.0,0.0,0.024316,0,0,0
echA15,35,0.0461,0.001148,0.025329,0,0,0
ceoB,35,0.0461,0.001148,0.025329,4,0,0
nadB,35,0.0425,0.001148,0.023303,2,0,0
Rv1817,35,0.0,0.0,0.024316,0,0,0
Rv1230c,35,0.0,0.0,0.025329,2,0,0
subI,35,0.0,0.0,0.024316,1,0,0
nuoE,35,0.0818,0.002296,0.023303,0,0,0
Rv0530,35,0.0367,0.001148,0.024316,1,0,0
Rv1842c,35,0.0,0.0,0.023303,0,0,0
aldC,35,0.0409,0.001148,0.024316,4,0,0
Rv0688,35,0.0,0.0,0.023303,2,0,0
pafB,34,0.04715,0.001148,0.024316,1,0,0
Rv2731,34,0.0442,0.001148,0.024316,0,0,0
fbpA,34,0.03735,0.001148,0.026848999999999998,0,0,0
proA,34,0.042550000000000004,0.001148,0.025329,0,0,0
ansP1,34,0.0241,0.000574,0.021277,1,0,0
Rv2553c,34,0.0425,0.001148,0.0248225,1,0,0
Rv0472c,34,0.036699999999999997,0.001148,0.025329,1,0,0
Rv1428c,34,0.04715,0.001148,0.023303,2,0,0
folE,34,0.0442,0.001148,0.0248225,0,0,0
pks7,34,0.0493,0.001148,0.023303,5,0,0
Rv3412,34,0.0332,0.001148,0.026342,0,0,0
moaB2,34,0.0,0.0,0.023303,0,0,0
rplO,34,0.0608,0.001722,0.0278625,1,0,0
dprE1,34,0.0161,0.000574,0.026342,0,0,1
Rv1456c,34,0.0,0.0,0.024316,0,0,0
rpsK,34,0.0343,0.001148,0.031408,0,0,0
ksgA,34,0.0482,0.001148,0.023303,0,0,0
Rv3200c,34,0.0442,0.001148,0.024316,1,0,0
lpqF,34,0.0,0.0,0.023303,3,0,0
pyrD,34,0.0417,0.001148,0.024316,1,0,0
Rv3167c,34,0.03735,0.001148,0.023303,1,0,0
hsaB,34,0.0425,0.001148,0.026342,2,0,0
Rv1251c,34,0.02045,0.000574,0.024316,4,0,0
echA21,34,0.0417,0.001148,0.025329,0,0,0
Rv3730c,34,0.0461,0.001148,0.024316,0,0,0
Rv3679,34,0.0387,0.001148,0.025329,0,0,0
cysT,34,0.0,0.0,0.023303,0,0,0
Rv3579c,33,0.0,0.0,0.024316,1,0,0
Rv3669,33,0.0482,0.001148,0.023303,3,0,0
glnD,33,0.0425,0.001148,0.023303,4,0,0
rpsI,33,0.0332,0.001148,0.028369,2,0,0
Rv2613c,33,0.0425,0.001148,0.025329,0,0,0
Rv2700,33,0.0529,0.001148,0.023303,1,0,0
Rv3228,33,0.0818,0.002296,0.025329,2,0,0
irtA,33,0.0504,0.001148,0.021277,1,0,0
lepB,33,0.0425,0.001148,0.025329,0,0,0
parA,33,0.0529,0.001148,0.024316,0,0,0
Rv0161,33,0.0425,0.001148,0.024316,2,0,0
gcvT,33,0.0,0.0,0.025329,2,0,0
Rv3829c,33,0.0,0.0,0.025329,1,0,0
fadE36,33,0.0442,0.001148,0.023303,1,0,0
purK,33,0.0461,0.001148,0.023303,0,0,0
Rv2038c,33,0.0482,0.001148,0.023303,0,0,0
Rv1593c,33,0.0,0.0,0.023303,0,0,0
Rv0274,33,0.0409,0.001148,0.025329,0,0,0
ppiA,33,0.0354,0.001148,0.028369,0,0,0
bpoC,33,0.0,0.0,0.023303,0,0,0
pptT,33,0.0425,0.001148,0.025329,1,0,0
ahpC,33,0.038,0.001148,0.026342,1,1,0
phoP,32,0.0,0.0,0.027356,0,0,0
fadE33,32,0.0,0.0,0.024316,1,0,0
Rv2799,32,0.08685,0.002296,0.0238095,1,0,0
Rv1277,32,0.0461,0.001148,0.024316,1,0,0
garA,32,0.0417,0.001148,0.025329,0,0,0
lipO,32,0.04715,0.001148,0.021277,2,0,0
Rv1867,32,0.0556,0.001148,0.0227965,2,0,0
pstS2,32,0.0461,0.001148,0.023303,4,0,0
menC,32,0.0425,0.001148,0.02229,0,0,0
