gene,n_significant_variants,median_odds_ratio,median_mdr_freq,median_susc_freq,n_enriched_MDR,is_compensatory,is_primary_DR
Rv3236c,3,2.0101,0.126292,0.053698,2,0,0
Rv3226c,3,0.0,0.0,0.021277,0,0,0
echA14,3,0.0,0.0,0.020263,1,0,0
eis,3,0.1642,0.006889,0.029382,0,1,0
Rv1371,3,0.242,0.005741,0.08308,1,0,0
Rv3190c,3,3.696,0.057405,0.016211,3,0,0
Rv3180c,3,18.7087,0.022962,0.00304,2,0,0
Rv3175,3,18.7087,0.039036,0.00304,3,0,0
Rv3174,3,10.7597,0.083812,0.04154,2,0,0
Rv2275,3,3.2546,0.053961,0.017224,2,0,0
espB,3,0.3501,0.016073,0.04458,1,0,0
lprL,3,0.0556,0.001148,0.020263,1,0,0
Rv2959c,3,0.1872,0.020666,0.048632,1,0,0
Rv2337c,3,9.0445,0.266361,0.156028,3,0,0
Rv2336,3,5.8612,0.057405,0.013171,3,0,0
Rv2325c,3,0.0,0.0,0.020263,1,0,0
glnA3,3,3.696,0.057405,0.016211,3,0,0
Rv3243c,3,7.9684,0.293915,0.052685,3,0,0
Rv1871c,3,0.0504,0.001148,0.02229,1,0,0
thiX,3,4.5629,0.053961,0.013171,2,0,0
plcB,3,2.4974,0.053961,0.032421,2,0,0
arsA,3,0.0,0.0,0.024316,1,0,0
mez,3,9.846,0.099885,0.012158,3,0,0
Rv0295c,3,0.0,0.0,0.02229,0,0,0
TB27.3,3,0.1525,0.005741,0.036474,1,0,0
Rv1716,3,5.6193,0.897819,0.609929,3,0,0
adh,3,4.2326,0.057405,0.01925,2,0,0
alaT,3,0.0425,0.001148,0.026342,0,0,0
Rv1823,3,0.0529,0.001148,0.021277,0,0,0
Rv2143,3,7.8277,0.13318,0.036474,2,0,0
Rv3555c,3,4.2326,0.057405,0.014184,3,0,0
Rv0893c,3,1.8354,0.057405,0.100304,2,0,0
Rv0892,3,18.4243,0.053961,0.012158,2,0,0
eccCb1,3,0.3586,0.016073,0.050659,0,0,0
eccB4,3,1.4095,0.053961,0.025329,2,0,0
mbtK,3,0.0586,0.001148,0.020263,1,0,0
Rv2263,3,0.0504,0.001148,0.024316,0,0,0
Rv2257c,3,0.0,0.0,0.020263,1,0,0
Rv0797,3,2.8873,0.197474,0.120567,3,0,0
Rv1937,3,2.6709,0.016073,0.006079,2,0,0
cobS,3,3.6176,0.051665,0.016211,2,0,0
oxyS,3,0.5534,0.052813,0.035461,1,0,0
Rv0307c,3,5.4755,0.083812,0.144883,2,0,0
Rv3740c,3,0.1482,0.005741,0.023303,1,0,0
Rv3786c,3,3.3054,0.051665,0.054711,2,0,0
Rv2891,3,1.9639,0.057405,0.075988,2,0,0
eccA1,3,2.5473,0.057405,0.053698,2,0,0
dxs2,3,1.367,0.057405,0.04458,2,0,0
TB18.6,3,0.0,0.0,0.023303,1,0,0
Rv1922,3,0.1482,0.005741,0.037487,1,0,0
Rv1910c,3,3.1028,0.057405,0.01925,2,0,0
Rv1571,3,0.0529,0.001148,0.02229,0,0,0
Rv1556,3,0.0,0.0,0.020263,1,0,0
Rv1546,3,0.0,0.0,0.024316,0,0,0
dinF,3,0.0,0.0,0.023303,0,0,0
devS,3,4.2326,0.057405,0.014184,2,0,0
Rv1526c,3,5.7363,0.044776,0.008105,3,0,0
hddA,3,1.9639,0.053961,0.032421,2,0,0
Rv1816,3,0.2529,0.020666,0.032421,1,0,0
Rv1815,3,0.1155,0.005741,0.047619,1,0,0
bisC,3,2.0582,0.053961,0.087133,2,0,0
Rv0176,3,3.4615,0.053961,0.016211,3,0,0
Rv0175,3,0.1872,0.020666,0.101317,1,0,0
Rv0157A,3,0.0,0.0,0.02229,0,0,0
Rv0149,3,0.1872,0.020666,0.047619,1,0,0
Rv1508c,3,3.3367,0.344432,0.27153,3,0,0
Rv1505c,3,1.905,0.057405,0.050659,2,0,0
Rv1487,3,0.0,0.0,0.021277,1,0,0
Rv1482c,3,0.0,0.0,0.021277,1,0,0
pks17,3,0.3587,0.013777,0.024316,1,0,0
Rv2240c,3,0.0,0.0,0.021277,1,0,0
Rv2212,3,0.1237,0.005741,0.047619,0,0,0
Rv3289c,3,1.4845,0.057405,0.037487,2,0,0
Rv3273,3,0.1872,0.020666,0.026342,1,0,0
Rv3361c,3,0.0,0.0,0.02229,0,0,0
Rv3335c,3,7.5615,0.029851,0.043566,2,0,0
PE_PGRS37,3,9.7798,0.051665,0.080041,2,0,0
PPE1,3,1.253,0.025258,0.02229,2,0,0
Rv0986,3,1.9194,0.266361,0.157042,2,0,0
Rv1048c,3,999.0,0.051665,0.0,3,0,0
Rv1047,3,2.2023,0.144661,0.045593,2,0,0
Rv1041c,3,0.3837,0.014925,0.061803,1,0,0
ogt,3,0.0,0.0,0.024316,0,0,0
Rv2886c,3,0.3676,0.016073,0.042553,1,0,0
Rv2885c,3,0.5352,0.057405,0.030395,1,0,0
ptbB,3,0.0,0.0,0.023303,0,0,0
Rv2689c,3,0.16,0.006889,0.04154,1,0,0
Rv0312,3,0.0556,0.001148,0.020263,1,0,0
Rv2034,3,0.0504,0.001148,0.02229,0,0,0
Rv2030c,3,0.16,0.006889,0.04154,0,0,0
Rv1523,3,31.5049,0.057405,0.007092,3,0,0
Rv0078A,3,1.8737,0.097589,0.046606,2,0,0
Rv2844,3,0.0,0.0,0.021277,0,0,0
impA,3,0.0,0.0,0.024316,1,0,0
lipW,3,0.2222,0.005741,0.02229,1,0,0
yrbE2A,3,3.1704,0.902411,0.744681,2,0,0
rpmG1,3,0.0,0.0,0.024316,0,0,0
wbbL2,3,0.3294,0.005741,0.017224,1,0,0
C8,3,0.0343,0.001148,0.025329,0,0,0
PE14,3,2.0703,0.12744,0.053698,2,0,0
Rv1765c,3,3.1516,0.04248,0.015198,3,0,0
papA2,3,1.822,0.067738,0.040527,3,0,0
papA1,3,3.5038,0.053961,0.101317,2,0,0
leuW,3,0.0,0.0,0.02229,0,0,0
yjcE,3,0.0,0.0,0.01925,0,0,0
lipY,3,1.5002,0.051665,0.116515,2,0,0
PE_PGRS60,2,3.9368,0.198048,0.070922,2,0,0
PE_PGRS62,2,6.109,0.055682999999999996,0.010638,2,0,0
PE_PGRS20,2,0.67105,0.2118255,0.1960485,1,0,0
PE_PGRS23,2,6.9573,0.0355915,0.0425535,1,0,0
PE4,2,2.0668,0.0390355,0.058257500000000004,1,0,0
PE9,2,6.86975,0.0367395,0.006079,2,0,0
virS,2,2.3405,0.031573,0.029888500000000002,1,0,0
B11,2,0.0166,0.000574,0.0298885,0,0,0
lipD,2,14.92685,0.16762349999999998,0.0131715,2,0,0
lipF,2,1.1393,0.14351350000000002,0.12462000000000001,1,0,0
kgtP,2,5.16245,0.6572905,0.529889,2,0,0
iniC,2,18.7087,0.053961,0.00304,2,0,0
lppN,2,10.05305,0.119977,0.0136775,2,0,0
lppO,2,2.1163,0.0287025,0.0233025,1,0,0
lppV,2,11.202350000000001,0.055682999999999996,0.0096255,2,0,0
idsA1,2,45.26775,0.12801400000000002,0.008612,2,0,0
idsA2,2,0.0,0.0,0.023303,0,0,0
idsB,2,1.7867,0.45235349999999996,0.3758865,1,0,0
hycP,2,5.1956500000000005,0.022962,0.0045595,2,0,0
hycQ,2,500.8149,0.18599300000000002,0.075988,2,0,0
idi,2,4.7311,0.1991965,0.1347515,2,0,0
lpqG,2,20.3473,0.118829,0.006586,2,0,0
lpqK,2,20.21445,0.15958699999999998,0.029382000000000002,1,0,0
lpqO,2,11.09185,0.055682999999999996,0.010132,2,0,0
lpqP,2,9.5701,0.035017,0.019757,1,0,0
lpqQ,2,0.9301999999999999,0.1802525,0.154002,1,0,0
vapC10,2,1.90575,0.031573,0.031915,1,0,0
PPE52,2,1.68675,0.192308,0.14640299999999998,2,0,0
PPE26,2,510.49295,0.10505149999999999,0.005066,2,0,0
PPE28,2,4.7786,0.0487945,0.0116515,2,0,0
valV,2,0.0322,0.001148,0.034448,0,0,0
vapB17,2,2.3221499999999997,0.2617685,0.13323200000000002,2,0,0
vapB34,2,26.226599999999998,0.171068,0.007092,2,0,0
higA,2,2.1717,0.1957525,0.10739599999999999,2,0,0
gpm2,2,0.10295,0.002296,0.0222895,0,0,0
glyV,2,9.389850000000001,0.0281285,0.017224,1,0,0
gmhB,2,8.65245,0.128588,0.018744,2,0,0
lpqX,2,0.0936,0.010333,0.075988,0,0,0
lprF,2,6.85245,0.144087,0.0734545,2,0,0
lprM,2,10.43245,0.0493685,0.012158500000000001,2,0,0
ggtB,2,2.37505,0.0390355,0.057244,1,0,0
PPE65,2,20.54085,0.047072,0.0091185,2,0,0
PPE67,2,501.6163,0.0401835,0.007092,2,0,0
Rv0008c,2,5.314500000000001,0.4954075,0.429078,1,0,0
ufaA1,2,4.8809,0.1590125,0.0339415,1,0,0
ugpB,2,0.0,0.0,0.0238095,0,0,0
ureC,2,6.9222,0.185993,0.06838949999999999,2,0,0
PPE49,2,9.35435,0.0269805,0.04306,1,0,0
Rv0079,2,23.01185,0.182549,0.0091185,2,0,0
Rv0088,2,0.30269999999999997,0.041906,0.08054700000000001,0,0,0
Rv0093c,2,2.17405,0.031573,0.030901500000000002,1,0,0
Rv0052,2,0.0,0.0,0.025329,0,0,0
Rv0067c,2,2.3433,0.031573,0.028875500000000002,1,0,0
Rv0034,2,11.073,0.47761200000000004,0.364742,2,0,0
Rv0042c,2,512.4549,0.171068,0.008612,2,0,0
PPE62,2,0.9178499999999999,0.0367395,0.044073,1,0,0
frdC,2,4.4535,0.491963,0.407295,1,0,0
frdD,2,2.30815,0.034443,0.021783,1,0,0
fic,2,0.1988,0.0132035,0.057750499999999996,0,0,0
fadE1,2,9.37955,0.027554500000000003,0.012665000000000001,1,0,0
fadE16,2,0.0,0.0,0.025329,0,0,0
fadD22,2,501.78145,0.0401835,0.0065855,2,0,0
fadD25,2,4.7597,0.0373135,0.0521785,1,0,0
fadD29,2,21.99765,0.106774,0.008612,2,0,0
fadD35,2,1.5745,0.4494835,0.412361,1,0,0
fadB3,2,5.45945,0.18197449999999998,0.070922,2,0,0
fadD10,2,999.0,0.0373135,0.0,2,0,0
fadD13,2,13.9127,0.5769230000000001,0.392604,2,0,0
esxD,2,1.8088,0.0281285,0.02077,1,0,0
esxF,2,505.323,0.173938,0.0192505,2,0,0
esxJ,2,0.0,0.0,0.028368499999999998,0,0,0
esxR,2,11.82845,0.055682999999999996,0.007599,2,0,0
mazF6,2,1.2247,0.063146,0.039007,1,0,0
mazF8,2,0.9509,0.1337545,0.091692,1,0,0
erm(37),2,7.87765,0.0154995,0.013171,1,0,0
Rv0097,2,501.1451,0.026980499999999998,0.003546,2,0,0
Rv0106,2,9.35435,0.0269805,0.014184500000000001,1,0,0
Rv0133,2,2.28145,0.0287025,0.01925,1,0,0
Rv0141c,2,0.1777,0.0040185,0.02229,0,0,0
Rv0143c,2,11.00695,0.053960999999999995,0.0081055,2,0,0
trpA,2,0.11664999999999999,0.010907,0.0628165,0,0,0
Rv0073,2,0.05775,0.0028705,0.0349545,0,0,0
Rv0074,2,1.9821,0.0269805,0.018237,1,0,0
echA13,2,0.13225,0.011481,0.0729485,0,0,0
mce2D,2,10.2559,0.0459245,0.0506585,1,0,0
eccCa1,2,7.67615,0.0453505,0.012158,2,0,0
Rv0298,2,1.2735,0.141217,0.0911855,1,0,0
Rv0302,2,3.0191999999999997,0.052813,0.072442,1,0,0
Rv0259c,2,26.365099999999998,0.640069,0.3971635,2,0,0
Rv0208c,2,0.0,0.0,0.02229,0,0,0
Rv0213c,2,2.37505,0.0390355,0.057244,1,0,0
Rv0229c,2,8.52375,0.1021815,0.057244,1,0,0
thiS,2,5.5032,0.0269805,0.0126645,1,0,0
Rv0187,2,1.27695,0.011481,0.0476195,1,0,0
Rv0195,2,1.8894499999999999,0.46153849999999996,0.41033450000000005,1,0,0
Rv0196,2,0.0,0.0,0.027355499999999998,0,0,0
Rv0349,2,0.1777,0.0040185,0.023303,0,0,0
tam,2,4.7565,0.0373135,0.053698,1,0,0
tgs4,2,15.146550000000001,0.185419,0.0207705,2,0,0
Rv0314c,2,1.23575,0.062572,0.037994,1,0,0
Rv0315,2,4.86425,0.524684,0.45491400000000004,1,0,0
dosT,2,1.01295,0.1331805,0.117528,1,0,0
dhaA,2,15.1048,0.099885,0.007091999999999999,2,0,0
mce3B,2,23.075699999999998,0.1762345,0.0091185,2,0,0
mce3D,2,2.25775,0.0143515,0.026849,1,0,0
mcr11,2,2.8183,0.5820894999999999,0.43110400000000004,2,0,0
mec,2,3.4817,0.0137775,0.018237,1,0,0
cysA3,2,0.39955,0.037887500000000005,0.077001,0,0,0
cysE,2,0.26595,0.008611,0.0334345,0,0,0
Rv0397A,2,3.0553,0.030425,0.042553,1,0,0
Rv0420c,2,0.06185,0.0028705,0.033435,0,0,0
Rv0431,2,0.0411,0.001148,0.027355499999999998,0,0,0
Rv0366c,2,3.2978,0.1814005,0.070922,2,0,0
Rv0368c,2,500.2084,0.19804850000000002,0.1352585,2,0,0
Rv0376c,2,0.5549999999999999,0.3340985,0.37943249999999995,0,0,0
sseB,2,28.70635,0.054535,0.008612,2,0,0
stp,2,1.7926,0.029851000000000003,0.0303955,1,0,0
Rv0332,2,1.6451,0.011481,0.015197500000000001,1,0,0
cyp132,2,2.9768,0.45752,0.3682875,2,0,0
cyp141,2,5.66755,0.617107,0.4589665,2,0,0
ctpJ,2,3.21925,0.061998,0.071935,1,0,0
cut3,2,2.5521000000000003,0.1900115,0.07852100000000001,2,0,0
ctpD,2,24.3799,0.12055099999999999,0.0091185,2,0,0
betP,2,8.43795,0.0637195,0.009625,2,0,0
arfA,2,13.6568,0.183697,0.016211,2,0,0
Rv0518,2,0.0529,0.001148,0.021277,0,0,0
Rv0481c,2,0.0495,0.001148,0.0227965,0,0,0
Rv0446c,2,1.8746,0.177956,0.0846,1,0,0
Rv0461,2,3.9927,0.0269805,0.0136775,1,0,0
sigI,2,15.95485,0.159013,0.0151975,1,0,0
Rv0395,2,4.8325,0.487945,0.408815,1,0,0
Rv0397,2,0.2717,0.0143515,0.056231,0,0,0
amiD,2,499.6793,0.033869,0.021783,1,0,0
ansP2,2,0.0,0.0,0.0258355,0,0,0
mgtC,2,11.015550000000001,0.19747399999999998,0.068896,2,0,0
mgtE,2,0.19145,0.021240000000000002,0.10182350000000001,0,0,0
mhpE,2,11.58635,0.011481,0.0116515,1,0,0
mmaA3,2,0.0,0.0,0.0238095,0,0,0
mmpL1,2,1.3521999999999998,0.072905,0.0688955,1,0,0
aao,2,2.2392499999999997,0.0390355,0.0466055,1,0,0
Rv3912,2,2.40615,0.0390355,0.0455925,1,0,0
Rv0567,2,9.4306,0.029851000000000003,0.019757,1,0,0
Rv0622,2,9.9834,0.0918485,0.0167175,1,0,0
serT,2,0.0402,0.001148,0.028368499999999998,0,0,0
Rv0739,2,3.654,0.1905855,0.1352585,2,0,0
Rv0742,2,2.63035,0.023536,0.0091185,2,0,0
Rv0745,2,0.2767,0.041906,0.082067,0,0,0
Rv0750,2,0.1247,0.010333,0.051165,0,0,0
Rv0690c,2,0.06785,0.0034445,0.0349545,0,0,0
Rv0726c,2,2.1163,0.0287025,0.0233025,1,0,0
scoB,2,4.569599999999999,0.489093,0.404762,1,0,0
Rv0625c,2,10.73325,0.053961,0.0116515,2,0,0
Rv3839,2,0.74225,0.172216,0.141844,1,0,0
Rv3832c,2,5.7736,0.0396095,0.008612,2,0,0
mmpR5,2,1.8732000000000002,0.0292765,0.0192505,1,1,0
mmr,2,0.0,0.0,0.02077,0,0,0
Rv3766,2,1.0031,0.136051,0.10435649999999999,1,0,0
Rv3769,2,1.27365,0.063146,0.0430595,1,0,0
Rv3784,2,501.1451,0.0373135,0.003546,2,0,0
Rv3785,2,2.1919,0.1716415,0.1286725,2,0,0
Rv3796,2,10.99295,0.0918485,0.048126,1,0,0
Rv3725,2,3.6732500000000003,0.1905855,0.1327255,2,0,0
Rv3727,2,2.64275,0.303674,0.145897,2,0,0
Rv3691,2,1.20355,0.140069,0.094225,1,0,0
mmuM,2,503.9569,0.4959815,0.389058,2,0,0
moaC1,2,2.34485,0.031573,0.0283685,1,0,0
moeB2,2,7.1838500000000005,0.029851000000000003,0.010132,1,0,0
Rv3660c,2,24.887999999999998,0.164179,0.0227965,1,0,0
Rv0849,2,5.4915,0.010907,0.0126645,1,0,0
Rv0852,2,0.0278,0.000574,0.0212765,0,0,0
Rv0802c,2,4.5629,0.057405,0.013171,2,0,0
scoA,2,10.61475,0.08955250000000001,0.028369000000000002,2,0,0
Rv0790c,2,49.818650000000005,0.31171099999999996,0.0091185,2,0,0
Rv0792c,2,13.34705,0.053961,0.005066,2,0,0
Rv0922,2,3.3188,0.161883,0.0810535,2,0,0
Rv0925c,2,13.867799999999999,0.0401835,0.007092,2,0,0
Rv0863,2,0.0252,0.000574,0.0217835,0,0,0
Rv0883c,2,0.047700000000000006,0.001148,0.0238095,0,0,0
Rv0888,2,3.40115,0.1613085,0.0759875,2,0,0
Rv0891c,2,4.8335,0.490241,0.4002025,1,0,0
rrf,2,0.071,0.002296,0.031408,0,0,0
Rv0836c,2,0.77025,0.1750865,0.1575485,1,0,0
Rv0842,2,14.074900000000001,0.12055099999999999,0.012665,2,0,0
Rv0845,2,0.6802,0.17279,0.149949,1,0,0
Rv3640c,2,1.9129500000000002,0.031573,0.029382,1,0,0
Rv3572,2,0.0,0.0,0.027356,0,0,0
Rv3519,2,0.0519,0.001148,0.021783,0,0,0
Rv3527,2,0.0,0.0,0.0349545,0,0,0
Rv3528c,2,1.1394,0.14351350000000002,0.11448849999999999,1,0,0
mrr,2,509.4834,0.11768100000000001,0.0055725,2,0,0
Rv3472,2,3.01585,0.022387999999999998,0.016717,1,0,0
Rv3480c,2,2.4733,0.034443,0.0212765,1,0,0
Rv3491,2,0.053,0.001148,0.0212765,0,0,0
Rv3422c,2,0.0,0.0,0.02077,0,0,0
Rv3430c,2,4.395899999999999,0.031573,0.014184500000000001,1,0,0
Rv3440c,2,4.31785,0.4839265,0.4012155,1,0,0
Rv3363c,2,0.0,0.0,0.02229,0,0,0
Rv3402c,2,0.0936,0.010333,0.061803500000000004,0,0,0
mshD,2,9.35435,0.0269805,0.0116515,1,0,0
Rv3346c,2,0.12795,0.003444,0.026342499999999998,0,0,0
Rv1073,2,44.7437,0.247417,0.0101315,2,0,0
Rv1012,2,3.4753,0.055682999999999996,0.0167175,2,0,0
Rv0992c,2,1.8773000000000002,0.0292765,0.0177305,1,0,0
Rv0912,2,0.0556,0.001148,0.020263,0,0,0
Rv1249c,2,4.57955,0.46440899999999996,0.372847,2,0,0
Rv1159A,2,0.0,0.0,0.0212765,0,0,0
Rv1188,2,3.1058,0.022962499999999997,0.0116515,1,0,0
Rv1199c,2,4.5351,0.5677384999999999,0.2573455,2,0,0
Rv1204c,2,11.443100000000001,0.053387000000000004,0.0081055,2,0,0
Rv1138a,2,0.30665000000000003,0.04248,0.0825735,0,0,0
Rv1085c,2,0.02125,0.000574,0.0258355,0,0,0
Rv1115,2,0.0936,0.010333,0.063323,0,0,0
Rv1052,2,2.9306,0.020092,0.014691000000000001,1,0,0
Rv3242c,2,0.10325000000000001,0.0028699999999999997,0.026848999999999998,0,0,0
Rv3256c,2,0.3196,0.010907,0.033435,0,0,0
Rv1354c,2,4.2027,0.0401835,0.009625,2,0,0
Rv1362c,2,2.40615,0.0390355,0.0455925,1,0,0
Rv1363c,2,499.57625,0.029276999999999997,0.018237,1,0,0
rpfC,2,2.39845,0.162457,0.0587635,1,0,0
Rv1258c,2,1.5003,0.052813,0.0729485,1,0,0
Rv1227c,2,44.6503,0.1572905,0.012158,1,0,0
Rv1500,2,2.3524,0.032147,0.029888500000000002,1,0,0
Rv1501,2,1.9405,0.456372,0.37740650000000003,1,0,0
Rv1502,2,1.77135,0.46153849999999996,0.407295,1,0,0
Rv1507c,2,8.9878,0.1119405,0.0126645,2,0,0
Rv1473A,2,0.04335,0.001148,0.0258355,0,0,0
Rv1476,2,0.0,0.0,0.0212765,0,0,0
Rv1366,2,500.70155,0.08897849999999999,0.028369,2,0,0
Rv1374c,2,7.812,0.5051665000000001,0.3880445,2,0,0
Rv1375,2,501.6163,0.049368499999999996,0.007092,2,0,0
Rv1403c,2,2.41425,0.031573,0.017224,1,0,0
Rv1404,2,0.0,0.0,0.0212765,0,0,0
narK3,2,11.58635,0.011481,0.0592705,1,0,0
Rv3134c,2,2.07965,0.150402,0.0851065,2,0,0
Rv3136A,2,0.09864999999999999,0.0040185,0.0334345,0,0,0
Rv3142c,2,0.0784,0.004592,0.057751,0,0,0
Rv3161c,2,2.9935,0.2009185,0.1413375,2,0,0
Rv1619,2,500.68905,0.0884045,0.028369,2,0,0
Rv1624c,2,3.8537999999999997,0.057405,0.015704,2,0,0
Rv1590,2,0.0,0.0,0.02229,0,0,0
Rv1591,2,24.46375,0.18484499999999998,0.0116515,2,0,0
Rv1490,2,30.715249999999997,0.1762345,0.007598499999999999,2,0,0
Rv3172c,2,9.5462,0.032721,0.016211,1,0,0
nat,2,1.16695,0.062572,0.039514,1,0,0
Rv3091,2,2.3667,0.0309985,0.0197565,1,0,0
Rv3093c,2,1.97345,0.49483350000000004,0.435157,1,0,0
Rv3094c,2,1.44055,0.06888649999999999,0.0420465,1,0,0
Rv3113,2,0.0,0.0,0.027355499999999998,0,0,0
Rv1719,2,499.5,0.0154995,0.011145,1,0,0
Rv1722,2,1.5572,0.1699195,0.082067,1,0,0
Rv1672c,2,3.69495,0.1595865,0.062310000000000004,2,0,0
Rv1682,2,6.505649999999999,0.513203,0.4002025,2,0,0
Rv1687c,2,0.0,0.0,0.0227965,0,0,0
Rv1691,2,9.5905,0.035017,0.0182375,1,0,0
recF,2,4.6850000000000005,0.4948335,0.42654499999999995,1,0,0
Rv1597,2,1.68635,0.452354,0.3885515,1,0,0
Rv1598c,2,9.41,0.0281285,0.0116515,1,0,0
Rv3070,2,0.0529,0.001148,0.021277,0,0,0
Rv3081,2,10.32135,0.160161,0.0805475,2,0,0
Rv3023c,2,1.3788,0.2135475,0.15298899999999999,1,0,0
Rv3015c,2,1.00505,0.1331805,0.08865250000000001,1,0,0
Rv2949c,2,0.1989,0.0057405,0.055724499999999996,0,0,0
Rv2953,2,2.23035,0.0373135,0.057244,1,0,0
Rv1779c,2,2.28145,0.0287025,0.018237,1,0,0
Rv1780,2,0.0,0.0,0.025329,0,0,0
Rv1810,2,2.3144500000000003,0.030999000000000002,0.0177305,1,0,0
Rv1752,2,5.1956500000000005,0.022962,0.0045595,2,0,0
Rv1762c,2,8.6595,0.184845,0.059777,1,0,0
Rv1718,2,2.7632,0.011481,0.014184500000000001,1,0,0
Rv1883c,2,4.930899999999999,0.839839,0.539007,2,0,0
pstS1,2,2.25495,0.09127450000000001,0.0420465,2,0,0
Rv1769,2,0.38330000000000003,0.052239,0.11854100000000001,0,0,0
Rv1775,2,0.2862,0.041906,0.092705,0,0,0
Rv2966c,2,0.0,0.0,0.0212765,0,0,0
Rv2926c,2,0.02645,0.000574,0.034448,0,0,0
omt,2,0.07625,0.0028705,0.0344475,0,0,0
Rv2812,2,5.8473500000000005,0.4954075,0.408308,1,0,0
Rv2817c,2,0.11960000000000001,0.005741,0.0460995,0,0,0
Rv2818c,2,23.471799999999998,0.041332,0.010638,2,0,0
proX,2,5.28975,0.617681,0.4736575,2,0,0
Rv1896c,2,0.0,0.0,0.021277,0,0,0
Rv1904,2,0.33915,0.0447765,0.0937185,0,0,0
Rv1913,2,5.3499,0.0258325,0.015197500000000001,1,0,0
Rv2025c,2,1.3589,0.065442,0.04002,1,0,0
Rv1929c,2,9.69035,0.0378875,0.0045590000000000006,2,0,0
Rv2161c,2,15.77965,0.1561425,0.018237,1,0,0
Rv2083,2,6.398499999999999,0.513777,0.397163,2,0,0
Rv2042c,2,10.30685,0.160161,0.0815605,2,0,0
Rv2061c,2,0.0,0.0,0.02229,0,0,0
Rv2077c,2,1.64135,0.4494835,0.3905775,1,0,0
Rv2078,2,2.90265,0.45981649999999996,0.357143,1,0,0
Rv2022c,2,2.7535000000000003,0.1653275,0.0633235,1,0,0
Rv2802c,2,1.11455,0.14351350000000002,0.12614,1,0,0
Rv2807,2,2.9577999999999998,0.45981649999999996,0.344478,1,0,0
Rv2738c,2,0.0,0.0,0.0238095,0,0,0
Rv2716,2,2.5537,0.162457,0.055218,1,0,0
Rv2717c,2,0.1134,0.004592499999999999,0.0385005,0,0,0
Rv2719c,2,3.0008,0.2014925,0.1408305,2,0,0
Rv2308,2,2.84525,0.161883,0.0851065,2,0,0
Rv2248,2,0.2905,0.04248,0.08156,0,0,0
Rv2267c,2,0.307,0.020666,0.0663625,0,0,0
Rv2226,2,4.6628,0.4712975,0.3672745,2,0,0
Rv2229c,2,0.02305,0.000574,0.0238095,0,0,0
Rv2237,2,11.8069,0.512055,0.38804449999999996,2,0,0
pks3,2,6.5939499999999995,0.513777,0.40172250000000004,2,0,0
Rv2189c,2,2.2787,0.0677385,0.07649449999999999,1,0,0
Rv2197c,2,0.1975,0.0074624999999999995,0.0314085,0,0,0
Rv2665,2,499.5,0.011481,0.04154,1,0,0
Rv2668,2,6.0265,0.512629,0.3931105,2,0,0
Rv2688c,2,15.368749999999999,0.5413319999999999,0.37183350000000004,2,0,0
pcp,2,7.0952,0.166475,0.0227965,2,0,0
Rv2628,2,2.7081,0.0625715,0.028369,2,0,0
Rv2631,2,0.0936,0.010333,0.061803500000000004,0,0,0
Rv2633c,2,0.0,0.0,0.02077,0,0,0
Rv2638,2,0.0936,0.010333,0.062310000000000004,0,0,0
Rv2650c,2,5.69415,0.466131,0.367275,2,0,0
Rv2386a,2,1.727,0.4494835,0.37132750000000003,1,0,0
Rv2395,2,2.2098999999999998,0.0390355,0.0577505,1,0,0
Rv2417c,2,0.0529,0.001148,0.021277,0,0,0
Rv2360c,2,0.0221,0.000574,0.023303,0,0,0
Rv2474c,2,17.0154,0.21871449999999998,0.0344475,2,0,0
Rv2492,2,1.68675,0.19173400000000002,0.14589649999999998,2,0,0
pip,2,0.2801,0.0132035,0.0481255,0,0,0
Rv2423,2,0.18614999999999998,0.020666,0.10182350000000001,0,0,0
Rv2435c,2,2.28145,0.0287025,0.0177305,1,0,0
Rv2599,2,2.0232,0.031573,0.016211,1,0,0
Rv2616,2,1.30995,0.065442,0.041033,1,0,0
Rv2621c,2,1.1125,0.14351350000000002,0.11702099999999999,1,0,0
Rv2551c,2,1.7055,0.1704935,0.0785205,1,0,0
Rv2563,2,18.4964,0.118829,0.007599,2,0,0
Rv2507,2,9.35435,0.0269805,0.012158500000000001,1,0,0
Rv2513,2,504.66075,0.499426,0.3758865,2,0,0
Rv2516c,2,6.48835,0.159587,0.078521,2,0,0
Rv2529,2,1.20995,0.0223885,0.0177305,1,0,0
Rv2542,2,6.4622,0.93628,0.7548125,2,0,0
PE16,2,1.11575,0.13432850000000002,0.087639,1,0,0
PE17,2,5.28995,0.020666,0.0516715,1,0,0
PE23,2,18.02385,0.289323,0.0825735,2,0,0
PE29,2,1.3076999999999999,0.072905,0.07750750000000001,1,0,0
PE35,2,4.75125,0.491963,0.41236049999999996,1,0,0
PE12,2,9.14205,0.0918485,0.0187435,1,0,0
lipR,2,2.802,0.0137775,0.0243165,1,0,0
vapC27,2,0.20299999999999999,0.0034444999999999996,0.018237,0,0,0
vapC37,2,9.63815,0.0688865,0.070922,1,0,0
vapC38,2,24.9467,0.1980485,0.075988,1,0,0
PPE15,2,4.96615,0.1613085,0.0359675,1,0,0
PPE16,2,0.12645,0.010333,0.054710999999999996,0,0,0
PPE20,2,1.9289,0.053387,0.072948,1,0,0
PE_PGRS35,1,0.342,0.016073,0.045593,0,0,0
PPE23,1,0.0529,0.001148,0.021277,0,0,0
